customer_ID,engagement_score,risk_signal,default_risk,predicted_default_risk,risk_bucket,engagement_bucket
000de143ca96be8fa6362e55dffe94a0bdaf347d993160fb1e11208d7ecc0597,0.234056191,0.402986302,1,0.632116435,Very High,Low Engagement
000df7db33e45c5151ac69f400db5d4c283be4ca2bf72d101e49b50b72212ebf,0.364585721,0.046750114,0,0.613933536,Very High,High Engagement
000e06b7ac3f3f4eff61b316fd02a4624f8d5196e18af0083f0e22ce70e9bf67,0.34828108,0.191873525,0,0.086710098,Medium,High Engagement
000e2c816db921b0c4a6fea72e32af5d81f7f41f8b11e16cc2ac31fca793bdce,0.169914295,0.039825664,0,0.37660848,High,Low Engagement
000e6806ba7de2cf7f189c7a0719f13f4cf8e7925a3ebb0c86655bfa1f780087,0.291916174,0.006060462,0,0.073769257,Low,Medium Engagement
000e7954b7687713b64abced75597e6d20e65e805ff8b594efb579ef6b23b4cb,0.344780583,0.099693179,0,0.06554973,Low,High Engagement
000e95de2a94dd09611f0d330e65022ad27ec1dbe3adaa72525b3ebb4d3c8a81,0.208634407,0.113549268,0,0.387913733,High,Low Engagement
000ee46c042bfab551c28d92c93969f8a3539fe1e9fc9cd2d2e188f838f7d8ba,0.349042234,0.202986167,0,0.090083116,Medium,High Engagement
000eee12732c9c7b790870c556bc33339d6d17725cbeb4a7da6b2a5d2c8386aa,0.30063789,0.03598565,0,0.095130499,Medium,Medium Engagement
000f1c950ae4e388f44e9ba96dd6334dfa85d8be0416d9d0d30228301f2e4cc4,0.281082085,0.012731496,1,0.082746521,Medium,Medium Engagement
000f446ef66e08fddf9fd852afe788386bee2e333a7d70a815ce7a7f1c88e504,0.370134978,0.081360084,0,0.26050855,High,High Engagement
000f4b8159b2bbe635ace9493931e7ada2ddcb3fdc2f88fbd9f89d463b93b06b,0.345544102,0.031697582,0,0.05166791,Low,High Engagement
000f6da00ca504da14c0079936e8dc9f4971fc4405e45db424848a3015dde525,0.275106965,0.005906511,0,0.084189166,Medium,Medium Engagement
000f8675ede66cc6affd4c048db11a00246d7ee623f453aae22d693c4a82f832,0.275865784,0.005228484,0,0.083685634,Medium,Medium Engagement
000f8fcfe7ca030fc553a55027ecdd0219fc8e2794c9af713f1ace182fd3064d,0.097344695,0.49450722,1,0.826820649,Very High,Low Engagement
000fbdd8416278a0be960edf1b06e37eaa94db5c3536fe91eacca2b83119ad5b,0.280606131,0.012884318,0,0.082195848,Medium,Medium Engagement
000ff27e5fa776da26ae9b404699acdb036f79875e466cecf05765dcab50d447,0.33598599,0.01452161,0,0.594464921,Very High,High Engagement
001089806583b378098bd81a88eb877a821202b1dfe257f963835d803c4debf0,0.231773711,0.027085846,0,0.305774166,High,Low Engagement
001089b6fb7c690f753cf4b6f05344e693f1c9248bd642d30e5f7762694380ab,0.276352591,0.005031737,0,0.083803382,Medium,Medium Engagement
0010fc44055df7e9d81c24dcb4a9b10c16a1d01412c12c053632816a12b1c1a6,0.34669313,0.107455613,0,0.066318231,Low,High Engagement
00115d9ba7650295cdfc73537fe5efad4f3de6838064ce805e5ede8fe772bda5,0.268000304,0.053243314,1,0.120685906,High,Low Engagement
00116df300d0b6762bf4661c53fa499bd4b8915b6a6636012f1000bd30fabac3,0.295393639,0.029422014,0,0.079916519,Medium,Medium Engagement
0011c2e793d6eded8ab7d4c76c14278bfd870ab91918a17fdeba7d287f0051a2,0.298686276,0.072847548,0,0.594157075,Very High,Medium Engagement
0011d1930636c6a57fab755d232cab01d68d838a090ca348b0c5aeaf66e982a3,0.354668431,0.100550505,0,0.065196326,Low,High Engagement
0012251d7f58c0b74b04235aae964e2bd0057f9063c3b43b628ddc4da73dac32,0.275936312,0.005145289,0,0.083522267,Medium,Medium Engagement
001248c3a0838fcab80ecc8693ac841053c114b9b1316dd60057e9ebfb992577,0.233295033,0.05507248,0,0.572999465,Very High,Low Engagement
00125d34dd5d1927e7a37a0824aa449477a596240870938999265535443c6d34,0.312010762,0.109593111,0,0.097188827,Medium,Medium Engagement
0012ba67e6f054122e685070618c45c5cac9730ca60415710a629d8c5f22c58d,0.396873662,0.062165754,0,0.568652012,Very High,High Engagement
0012d8a68050cb362ce5ea56889ab5a6f47b93061b2642e88df269a757d257af,0.342047318,0.042762113,0,0.053197307,Low,High Engagement
0012e41fe6caa3ba31b55b3de2030cbb77b01203aeb4a5c6677de5b80f15cebe,0.275323801,0.005713115,0,0.083862584,Medium,Medium Engagement
0013037420169086d185f38034d9c49d748867436f88113fa2680651b9c98384,0.344529598,0.066941921,0,0.057905346,Low,High Engagement
00130d73f6ebd4c0066dd5ec5c290378ff29d4fc62c17735f57f88cf3ddbb1e7,0.351451567,0.255101493,0,0.105434734,High,High Engagement
00133365385097cee11a8991c143e1bfb2700b8dd8a2130ce654c76af59f3b5e,0.318739669,0.215314641,0,0.122369971,High,Medium Engagement
001367d141f4934b83746b5f9c0335032b48f45c63d9b7e29a0448ce5c49389f,0.252789232,0.372627507,0,0.348914513,High,Low Engagement
001371860325f7efd83b1351d5a9866714f0a304ca723cfa2ce579f8a8f03fd6,0.340415583,0.105951185,0,0.068941864,Low,High Engagement
0013aec23ec43115b36503ff93354be5ef6be81071cf8abb5301740a15d3c1f0,0.348652882,0.066904248,0,0.058301055,Low,High Engagement
0013d20434fd2e0953a135662fe2ff53583153b6bdf6734c7610d93166f2f283,0.280834927,0.004394859,0,0.080257572,Medium,Medium Engagement
001404030d4c78b76bf02e809387611bdf6b708a42c5890ecc057970b51bff87,0.272272632,0.016468444,1,0.098256733,Medium,Low Engagement
00143562662d1d9dd8316e172f7341c009d2999f59ebf002997f980a45edc754,0.296463726,0.061366676,1,0.546938061,Very High,Medium Engagement
00144998273d201cca895e6b7cf7f637abfbcff9fb59c757c54f7a245e00c3cc,0.304145991,0.01099513,0,0.075190041,Low,Medium Engagement
001464e684ef9332f7dc98b2e4bfe8f9d37a0327b1fc4cd1d461c1d78ed76afe,0.259942364,0.094352201,0,0.154963402,High,Low Engagement
001468095f1f3d2b03a6f5a5b98bd96fb1fab062796e53135b66e95e9814f4c9,0.346446551,0.156575986,0,0.07756104,Low,High Engagement
001470351ad71323caeb224578fde4cf9316c7813a28a98ba028bf3b9d70cfa3,0.381530097,0.238609186,0,0.685821542,Very High,High Engagement
00147acd28d88cc2e85209eef8b2001aed34d811e76ff1218dc7eb482f00e1fe,0.164701585,0.018021824,0,0.375686652,High,Low Engagement
0014817ab56d84f62bf5f8a34e95b0338e7c21a71281d154661515bf602d72c4,0.313395555,0.008788166,0,0.073578036,Low,Medium Engagement
0014a1298865808ebd775c14c8a1b7cccc80affd9292097477377eb7835895ce,0.343587764,0.12398436,0,0.071572145,Low,High Engagement
0014a144633289401232618fa318c27017c3310e42e306ca93ed3e17dd65bbda,0.42984738,0.021716122,0,0.461641672,High,High Engagement
0014d127fe17a4b9a25e73c4bc207f3ab2aae8f870e546dc30ddcd231a816e9e,0.215106771,0.207135552,0,0.6746927,Very High,Low Engagement
0014d951622647e823722b75013b52df120f9ca0f8acc57321616e6a4a1f80f7,0.344880473,0.109264175,0,0.066313286,Low,High Engagement
0014e205f5024d839530a6895edd5151ad5378ef690941ef24f5d92e1cc16982,0.234557971,0.030239299,0,0.143202474,High,Low Engagement
0014e4c67ceef08a476bd84f4a64dd66360c9c4df7caca2b08c705798ba93dca,0.228518108,0.04927268,0,0.581294934,Very High,Low Engagement
0014eef7b7aefc114ea48847275fe8e5c14455e5adb43a7487498aecc39d258b,0.280819519,0.159313151,0,0.150779446,High,Medium Engagement
001520e3f8e1500346051bc74ab3f17371d56ec15062572a815ffbc42205fbe6,0.333048532,0.044631127,0,0.062697741,Low,High Engagement
001555fa1e938a37a12b972a7f4457eaac6c87975e37584ce15dd323d9f67bea,0.2440502,0.038382275,0,0.291029983,High,Low Engagement
00158cf08fcf7ec058529dd71b4cff04ce89314e79840b76a183afa0ae941c34,0.311661266,0.015731922,0,0.06384475,Low,Medium Engagement
00158d184f930e405cfd489bb7767faed1533df6c7552587643baa878bd04a00,0.294306544,0.028276549,0,0.079608673,Medium,Medium Engagement
0015d621bacbfd59cc1479aea405645ecb480f6ee779e06d66ce55da3bd397fd,0.287163145,0.460957402,1,0.311879515,High,Medium Engagement
0015f17c5ac57874c05c4a4d0f9b59fd352d2d242d5f917c7ca05b29d96c8b6c,0.332448232,0.061210651,0,0.062153102,Low,High Engagement
001622b52f6cf47344ffc23ab4e468fc33104a52147a419e18c855a027035d44,0.275245018,0.005145525,0,0.084062013,Medium,Medium Engagement
001626099060b23a2fccf651dcf67b1f22aba9f24433377e94bbad4daa64296a,0.275148858,0.005736655,0,0.084225754,Medium,Medium Engagement
00163cf7b8cc9cb2781ac05331d83c3ae7720f4860ee8aa2a3f0fb70b13f2f25,0.610661606,0.02294657,0,0.646737152,Very High,High Engagement
0016b9485e459e660a7b05fa1df47c5e206bb3e62836b9c24e004dc87ec7a2fc,0.274740964,0.005747566,0,0.084269637,Medium,Medium Engagement
0016cd50ff138dfeb9debf1cfcd4cb086f6e44507061c7389b2cab8e7283e752,0.206564733,0.094333435,0,0.308661806,High,Low Engagement
0016f5abba737a65efb60e50c9088ea2ae3f5d157f0c0030eb488b1de0457cd5,0.345574241,0.036327597,0,0.052323177,Low,High Engagement
0017039b6f3eceb538de3d312f77028bf274cf61f992a3990d0fcb77883846e5,0.310085719,0.159538399,0,0.120627621,High,Medium Engagement
0017487d48be1c9137ccd39585bf718aa0e97c12925326c7afd4df5a90a0ce83,0.319504572,0.165511158,0,0.100009363,Medium,Medium Engagement
00180f888f085461977442e936ab051e02fdf3ea94c2a1b6d900ae234758ca49,0.212566038,0.15945162,0,0.666261216,Very High,Low Engagement
00184f2c2f7711251d61f430f47014e398238b6a097aa53a121e28f4055241f5,0.23130846,0.079506305,1,0.210699576,High,Low Engagement
00186b3924dfe0b73426f31ac691a272697c0794f512d613fb200e4fbdc4c198,0.308156205,0.049910232,0,0.081055349,Medium,Medium Engagement
0018753794d55ff4ab24aaa7f8e65d504fd1efbf04e369f166dc2f2158513462,0.248262297,0.049732909,1,0.378324138,High,Low Engagement
0018b9615720ef360b4036fc8abc25f5412c4d258d345d5e040c52382ac802bf,0.341334104,0.043846614,0,0.053370308,Low,High Engagement
00191800f4a05e90f0afdede2c04fecc362f48be289ffffee67ec5b431cf297e,0.345676106,0.017663181,0,0.049476232,Low,High Engagement
00198271158a46bf89b3df6184e3a84bbe02331637f56e7c22d502da5805c487,0.252821655,0.114337528,1,0.644708838,Very High,Low Engagement
00198d342a10d2153efeff31cd500be958a226204a6bc3058e17fe51dbd27a48,0.541776302,0.210795522,1,0.667752131,Very High,High Engagement
00199bc3b3a6c6ed3e418dd53721d1c29da9bbc29f00bbd922204710eac5c8da,0.335151154,0.081606039,0,0.066315011,Low,High Engagement
0019b0b705b2aa3aaaec7e1d74b829dee8a38502907597de78c252f5c2670251,0.185176678,0.211878713,1,0.679201626,Very High,Low Engagement
0019d00f6dcd584a6829b7b971e2f3394b9f2bcccea73457e5104bc52c3ce1cf,0.346347181,0.136241855,0,0.072750647,Low,High Engagement
0019d85b7b76f91d1a9be0e2344acceba20ddf500b7a106963decb50aad22209,0.321699693,0.129927411,0,0.095510515,Medium,High Engagement
0019dd523506d023120548b46061ed4a67ab6e1cd88c6a90108ec0bffd88cf58,0.28090285,0.004903975,0,0.080293175,Medium,Medium Engagement
0019f78139490fa4b5d8c589d87656d7277c47d4177b7b607d47b93545962080,0.211959011,0.439195121,1,0.662843239,Very High,Low Engagement
001a152e1893ab8372e7c9627c9de2e024399f2660d5d8c5dc027bc5083144a2,0.345099501,0.066282797,0,0.058484074,Low,High Engagement
001a269af6a59cf414110824defc752f363f7c0dc23af3bbe7edf25edb9923de,0.350505652,0.114196058,0,0.074928379,Low,High Engagement
001a3fbd90f8063452fb7e136b6e2d4b43e111433ebd579bcd8ac39129bdf89e,0.302613807,0.221674756,0,0.166130717,High,Medium Engagement
001a4c2322fbacb33598adb0da17c43e18fadd129bb1d71fad52173da8e1c053,0.276072921,0.005221078,0,0.083825014,Medium,Medium Engagement
001aca2a9e2932eeaa19987bdc6e10859e8724696e3ba1da21bc075afb8c5e50,0.249682978,0.117972694,0,0.636613112,Very High,Low Engagement
001ad1496eecc50eab1dbddd669a824cfc257cab6297d7e86f10b8c15bc1a8cc,0.384199384,0.902437491,1,0.963797276,Very High,High Engagement
001adb0774c0df8e6405c3f27dd84887b633b8143f9147d0b29a3dcc3489caa2,0.147543494,0.187663592,0,0.621685081,Very High,Low Engagement
001ae0d30660eb6a5182b87e7d6869d45f53892edf993435538104d0db3347ad,0.274675973,0.00451186,0,0.083830213,Medium,Medium Engagement
001b32e4a338c536f2a2237b90f7c40b19455ad2aad94f13d7bbbe0d2cd55667,0.343518221,0.070845433,0,0.058742134,Low,High Engagement
001b34655780067d806954c2129027718512d0ddf1b0f11b8da3ad6af6926511,0.304871634,0.243763188,1,0.152593775,High,Medium Engagement
001b3bfc1c9791df630786495eb9f6d7b6f0a3f213d6819652d2c42581a16493,0.329562734,0.010957142,0,0.052428101,Low,High Engagement
001b7e638f4a586101544c5a68c1d62ac5db920c7498f363b739fa46e4ba6acf,0.332749621,0.052731879,0,0.073571595,Low,High Engagement
001b7ffd50e362afad337496077d43ec17ad1a3f14cd9652b3b1065c9e208589,0.311211554,0.105691398,0,0.092387285,Medium,Medium Engagement
001b86346f6b042e0fde740d586edd2eca871141e4d890107976692bb1f3d936,0.152035771,0.160804657,1,0.478609681,High,Low Engagement
001b8b68722cd18ec85f1be00f0d4bde43a27931057eb4f93faa75c38ed244df,0.320056255,0.086488562,0,0.073826015,Low,Medium Engagement
001bb176e664951c898309e2fb39d0e9c76d0bded13514d8193c25867eb05d6c,0.275024852,0.005164599,0,0.083965699,Medium,Medium Engagement
001bb94dc268e39c9345ae6d3d3c07a87791092ec63d955a897fd1ce5613042b,0.321469459,0.037054933,0,0.065865724,Low,High Engagement
001bbdaa59cba9f0a65c50c808ccae731c8fd947b69eed5cb9f744d005c68981,0.21948606,0.942839402,1,0.961082419,Very High,Low Engagement
001bc08002389732bee5aede54b2b97d226136d15e61a6a7e4eb3344698cad92,0.298824467,0.316567554,0,0.194511055,High,Medium Engagement
001bd5815ff1a2dc44f627d298ae27c2d89fe7f37a9e25cb5b6c085803f36010,0.308588976,0.143246864,1,0.181519007,High,Medium Engagement
001c135588af2ae218a4a69f2acc6fe6b91f72eb470d82eed49019275475d175,0.332451674,0.288243563,0,0.173966196,High,High Engagement
001c886240970cf7f9c6092f0f8bda6d17100d4ac244d5fad72497711ce2d341,0.281864015,0.022715961,1,0.089180369,Medium,Medium Engagement
001c9e6229cc6e64c6e45a4f8a8cccb572abe238224afd6a705dbd0d472e6e4d,0.274524037,0.005248048,0,0.084057604,Medium,Low Engagement
001cae3f34d6fade52105a5bdace54faad96eaff5ebcf6173a770f981c2c2555,0.233174835,0.144826717,0,0.233463531,High,Low Engagement
